category,split,label,path,width,height,mode,is_corrupt,sha256,is_duplicate,has_mask
bottle,test,broken_large,/home/sgowrishetty/mvtec_ad/bottle/test/broken_large/004.png,900,900,RGB,False,ede2360ddfaba9c13112b6159f5fd3342226203719ba9f067c2ff16e3d4690e0,False,True
bottle,test,broken_large,/home/sgowrishetty/mvtec_ad/bottle/test/broken_large/009.png,900,900,RGB,False,eb6b625a6b86299dbf335512cb3fee553f337892023560c7a5652fcbbb63d1e0,False,True
bottle,test,broken_large,/home/sgowrishetty/mvtec_ad/bottle/test/broken_large/016.png,900,900,RGB,False,8b5b47f25ebec3e88c3a09b8f20e14e2413252c82737009ff6f8f20d61a2b779,False,True
bottle,test,broken_large,/home/sgowrishetty/mvtec_ad/bottle/test/broken_large/007.png,900,900,RGB,False,944292b41adbdcbc22c19027f3e0b02eae1cd9defa93bb41e4f4acb84047a3f2,False,True
bottle,test,broken_large,/home/sgowrishetty/mvtec_ad/bottle/test/broken_large/008.png,900,900,RGB,False,0ded17a988dd56d1027d90402e0eff6030727b541c7c263bd77287a62a49b334,False,True
bottle,test,broken_large,/home/sgowrishetty/mvtec_ad/bottle/test/broken_large/014.png,900,900,RGB,False,e32c92da6a4689dfb9aa8e627da233b154d3f141c171aa6abfd32be4ac0589f8,False,True
bottle,test,broken_small,/home/sgowrishetty/mvtec_ad/bottle/test/broken_small/003.png,900,900,RGB,False,c97b387cdafd8df6d1834dcd4bb284cb784969a5416dc067f6f2476592c1ee57,False,True
bottle,test,broken_small,/home/sgowrishetty/mvtec_ad/bottle/test/broken_small/001.png,900,900,RGB,False,bc60260af053f2f84f71550dda6f2d88c9c8e427109a56249f0dc60e30bc9759,False,True
bottle,test,broken_small,/home/sgowrishetty/mvtec_ad/bottle/test/broken_small/018.png,900,900,RGB,False,b145d2c83ef34456539118e18ba0a197277a9625320ed7248492b308856170af,False,True
bottle,test,broken_small,/home/sgowrishetty/mvtec_ad/bottle/test/broken_small/002.png,900,900,RGB,False,e605efdbf20478f09084f3026eaa96b91d9d1e7bc113cbe8fb700f2bbcc2763e,False,True
bottle,test,broken_small,/home/sgowrishetty/mvtec_ad/bottle/test/broken_small/005.png,900,900,RGB,False,1dcaf0ee6666df4b793de50d2371b400e468f5c3b39456f8af66e6a9593f7950,False,True
bottle,test,broken_small,/home/sgowrishetty/mvtec_ad/bottle/test/broken_small/000.png,900,900,RGB,False,05b96e1102fba8cc19bf60e17d33a0830247df2bbba56cae3df100336392941e,False,True
bottle,test,broken_small,/home/sgowrishetty/mvtec_ad/bottle/test/broken_small/017.png,900,900,RGB,False,437b1c2b5f0c055ee250ba1c4266725eae7c4e21293b0b13141e672f42a2d55b,False,True
bottle,test,broken_small,/home/sgowrishetty/mvtec_ad/bottle/test/broken_small/020.png,900,900,RGB,False,266ed29aeada42b0ff5160b41a754887301cef8a5aeec278af64e68a736b105a,False,True
bottle,test,broken_small,/home/sgowrishetty/mvtec_ad/bottle/test/broken_small/015.png,900,900,RGB,False,ef423951e8f0bed66ab053c28ad709e68ef24af62b4650254c3d39aaa2bb48da,False,True
bottle,test,broken_small,/home/sgowrishetty/mvtec_ad/bottle/test/broken_small/006.png,900,900,RGB,False,3663a963886304bb1fc308bb63bdd63edb58904980662d034136f53af3124d54,False,True
bottle,test,broken_small,/home/sgowrishetty/mvtec_ad/bottle/test/broken_small/013.png,900,900,RGB,False,b32208859b9262fa19ad2f01043ed13aac2cebaa4c85936ad489d68c719a2ea1,False,True
bottle,test,broken_small,/home/sgowrishetty/mvtec_ad/bottle/test/broken_small/011.png,900,900,RGB,False,0b864bfc835768c65992b235c435e397480cfadeed57ea3884e234a2b473a9c9,False,True
bottle,test,broken_small,/home/sgowrishetty/mvtec_ad/bottle/test/broken_small/019.png,900,900,RGB,False,a6e0b07c9402eb7ce810955032a54d5b05cc60f30579b397e83eba6957390c34,False,True
bottle,test,broken_small,/home/sgowrishetty/mvtec_ad/bottle/test/broken_small/012.png,900,900,RGB,False,945cf8614874e85e7d81ebf0ea69340600eec2df6b3d8cdbe0019b27f0a006dc,False,True
bottle,test,broken_small,/home/sgowrishetty/mvtec_ad/bottle/test/broken_small/010.png,900,900,RGB,False,21cd62dad2af2a7841c2ed469ab0909385805fa67d4ee7ba4b8dd6417c6ea95c,False,True
bottle,test,broken_small,/home/sgowrishetty/mvtec_ad/bottle/test/broken_small/004.png,900,900,RGB,False,6f57501c4ae23aac51f06c7ea4916d8977cf84664832cc7c542447624bd9c142,False,True
bottle,test,broken_small,/home/sgowrishetty/mvtec_ad/bottle/test/broken_small/009.png,900,900,RGB,False,d83afc9847c680e6b9f5c36f49ca19e1b1f275fc0358e4864ec1809d42df32c7,False,True
bottle,test,broken_small,/home/sgowrishetty/mvtec_ad/bottle/test/broken_small/016.png,900,900,RGB,False,72e0dfb0da261ee3b349dc34235f65c23bf6b2cbb8928a055348980c1f428bba,False,True
bottle,test,broken_small,/home/sgowrishetty/mvtec_ad/bottle/test/broken_small/007.png,900,900,RGB,False,648a8cb8babfa35f2574ae0dbff581db740cc6ff6ecb14806de29d5e4facb4a6,False,True
bottle,test,broken_small,/home/sgowrishetty/mvtec_ad/bottle/test/broken_small/008.png,900,900,RGB,False,26af850d4eee499c803f372e17ac9297ebe8edc04695dea8d288ac93711325e3,False,True
bottle,test,broken_small,/home/sgowrishetty/mvtec_ad/bottle/test/broken_small/014.png,900,900,RGB,False,c74fb6a0cfc32692175c6f97f337fa49a0146a2ccb66ffa308e90b8b95ce50d8,False,True
bottle,test,broken_small,/home/sgowrishetty/mvtec_ad/bottle/test/broken_small/021.png,900,900,RGB,False,8fd65fc5519cf685764d5f87f3ad1cfe088e7c54e3a54ad68b5ab3df120a084d,False,True
bottle,test,contamination,/home/sgowrishetty/mvtec_ad/bottle/test/contamination/003.png,900,900,RGB,False,023c4e62fbe0b7f408245e85b8fc60259d826dedee67fdc5a41655b7fa494e4a,False,True
bottle,test,contamination,/home/sgowrishetty/mvtec_ad/bottle/test/contamination/001.png,900,900,RGB,False,2ddf5d0d53b2dc3d13286af69d668e9b572a360a87309bb91a4682dde8f2311a,False,True
bottle,test,contamination,/home/sgowrishetty/mvtec_ad/bottle/test/contamination/018.png,900,900,RGB,False,71c18397def5e402077a127a882dc3c871053b2796cf158aad1ff1a149a465dc,False,True
bottle,test,contamination,/home/sgowrishetty/mvtec_ad/bottle/test/contamination/002.png,900,900,RGB,False,905880d6f1f7c33cce414116beae1bda241efff97ba78647e7c2b5d25a94dd05,False,True
bottle,test,contamination,/home/sgowrishetty/mvtec_ad/bottle/test/contamination/005.png,900,900,RGB,False,606d939e295c39be7097829e33f82b1fea32006379817b5de2a0e0548a10b50e,False,True
bottle,test,contamination,/home/sgowrishetty/mvtec_ad/bottle/test/contamination/000.png,900,900,RGB,False,fe2e96a8cba624ace02985481197ee8ab112d2a2faa4b79f137ace2c452eb4ea,False,True
bottle,test,contamination,/home/sgowrishetty/mvtec_ad/bottle/test/contamination/017.png,900,900,RGB,False,39353cd83649e95260e53e0ec2ac3985cc5d42732f721cc26f7027db616695c8,False,True
bottle,test,contamination,/home/sgowrishetty/mvtec_ad/bottle/test/contamination/020.png,900,900,RGB,False,19dd90eb49a90512b56e9174da1fdd6e8a2ef40e590bfb8d76b1ca854c82f16b,False,True
bottle,test,contamination,/home/sgowrishetty/mvtec_ad/bottle/test/contamination/015.png,900,900,RGB,False,1e8ba471a607de42e71890f010c0e7a620522f5c55abc8f64d52b290438c31be,False,True
bottle,test,contamination,/home/sgowrishetty/mvtec_ad/bottle/test/contamination/006.png,900,900,RGB,False,d458db2da3744fd2fc797bd7568ed8282fe1583e05d427ffa8e41d67f7e14b03,False,True
bottle,test,contamination,/home/sgowrishetty/mvtec_ad/bottle/test/contamination/013.png,900,900,RGB,False,a8a05f265d400831973ae361c2773d5719f9469cc798bab1ec883274723d3165,False,True
bottle,test,contamination,/home/sgowrishetty/mvtec_ad/bottle/test/contamination/011.png,900,900,RGB,False,29b03be4b7ff17a2e32446c60ea7d7c6dbffc2ffe091f17455fdc528fb337317,False,True
bottle,test,contamination,/home/sgowrishetty/mvtec_ad/bottle/test/contamination/019.png,900,900,RGB,False,883de514d58337d56397cd06cccf12e3954bdf3e2293833726c255d8f9071a3c,False,True
bottle,test,contamination,/home/sgowrishetty/mvtec_ad/bottle/test/contamination/012.png,900,900,RGB,False,e3fbaab9071bb10ba574e33bd244f3ff61c5f7f8c50a6f13c714b1bde5a32e2c,False,True
bottle,test,contamination,/home/sgowrishetty/mvtec_ad/bottle/test/contamination/010.png,900,900,RGB,False,9cabee2946258e61422d092acdf82bdc9946d7b881dd8bfa4ed032b674be49fe,False,True
bottle,test,contamination,/home/sgowrishetty/mvtec_ad/bottle/test/contamination/004.png,900,900,RGB,False,8def2401278eb433c1a2fa0a78c79abfeea7a4d0b363e637e51c39cef34c073c,False,True
bottle,test,contamination,/home/sgowrishetty/mvtec_ad/bottle/test/contamination/009.png,900,900,RGB,False,ee3e214406dac4a5334c37423f86495f6f4440569a8b9c4b4d778f7c015e35fc,False,True
bottle,test,contamination,/home/sgowrishetty/mvtec_ad/bottle/test/contamination/016.png,900,900,RGB,False,9693bc441d758ca05db5602c66243681697a4d273a9468508f4a9a9b3205c0c1,False,True
bottle,test,contamination,/home/sgowrishetty/mvtec_ad/bottle/test/contamination/007.png,900,900,RGB,False,a3918b94553a8922b3c16d064ef73e9062710b35639a949c56d926037e4c0d0a,False,True
bottle,test,contamination,/home/sgowrishetty/mvtec_ad/bottle/test/contamination/008.png,900,900,RGB,False,35b9af10eaa1fe5525d6fb54ed3ddb069391d7dff93e8c6a6140272431115b00,False,True
bottle,test,contamination,/home/sgowrishetty/mvtec_ad/bottle/test/contamination/014.png,900,900,RGB,False,503a4011f035f9a703bd435917d14118cb47ed4c4712b8f77f1f2dbb119c0d0a,False,True
bottle,test,good,/home/sgowrishetty/mvtec_ad/bottle/test/good/003.png,900,900,RGB,False,08c6a6cbeecb25f84c1a8a6fbc1437228980076075058550eedd2f7e1d172978,False,True
bottle,test,good,/home/sgowrishetty/mvtec_ad/bottle/test/good/001.png,900,900,RGB,False,a45aba86ef3e1ef8dbd95ca56abeb63f576fcd2bbd040ba748a1410bb70d6d78,False,True
bottle,test,good,/home/sgowrishetty/mvtec_ad/bottle/test/good/018.png,900,900,RGB,False,4f0c476b10508c8f163cba4a93f6272126e4b55b59df9d7ace36247ab72709df,False,True
bottle,test,good,/home/sgowrishetty/mvtec_ad/bottle/test/good/002.png,900,900,RGB,False,281e0b0dada22effec4fee5b09bef9a54feaef9d8d717aeb7947aa499ab9a1f8,False,True
bottle,test,good,/home/sgowrishetty/mvtec_ad/bottle/test/good/005.png,900,900,RGB,False,fa1fb2fa7dbdebe55fa61b1aec5563c769d10ceaa96e8a822fd544a748429807,False,True
bottle,test,good,/home/sgowrishetty/mvtec_ad/bottle/test/good/000.png,900,900,RGB,False,9e7bfe658efe9b6db2607a96405b4ac6880936eaf93b89c85bcd311122ceb57b,False,True
bottle,test,good,/home/sgowrishetty/mvtec_ad/bottle/test/good/017.png,900,900,RGB,False,ac516a2650e86145083c3a5c5b6c13b44062b4ec8daec52ee7fc81fe2fec6d4d,False,True
bottle,test,good,/home/sgowrishetty/mvtec_ad/bottle/test/good/015.png,900,900,RGB,False,179aecaca86a1964bdc3075782bb36dcd1c7b25266077711a157d2dd565cfffc,False,True
bottle,test,good,/home/sgowrishetty/mvtec_ad/bottle/test/good/006.png,900,900,RGB,False,cb8b1201fa027fada3209cde87514b778231e5d0923c5517d40e78b2e0423e35,False,True
bottle,test,good,/home/sgowrishetty/mvtec_ad/bottle/test/good/013.png,900,900,RGB,False,f1b83b016bd73e9490a17f052da9eae96797d6dfb11c328b6ddea5eb9af7ba73,False,True
bottle,test,good,/home/sgowrishetty/mvtec_ad/bottle/test/good/011.png,900,900,RGB,False,17033f7fb5f93eee444224d7dd9482a6444c526e0f68591a21b12b4d356cbb8a,False,True
bottle,test,good,/home/sgowrishetty/mvtec_ad/bottle/test/good/019.png,900,900,RGB,False,44ef90ec530671e4c8125bf67b05b5f6b25a7bf24ee0d4d29dffc9af06f162dd,False,True
bottle,test,good,/home/sgowrishetty/mvtec_ad/bottle/test/good/012.png,900,900,RGB,False,12b90fbbb65590d8b1f48d1a5ffff440c45af785b26f23cebd20ad0b86d4ad50,False,True
bottle,test,good,/home/sgowrishetty/mvtec_ad/bottle/test/good/010.png,900,900,RGB,False,b31ddd1a297e85ad505f8d8b1b2df94452ab22a5d5482f500db920635356f963,False,True
bottle,test,good,/home/sgowrishetty/mvtec_ad/bottle/test/good/004.png,900,900,RGB,False,22e8a84b84435aa6e67266529d6a2f3b7a29f89e4701fd0a969031e517a12dea,False,True
bottle,test,good,/home/sgowrishetty/mvtec_ad/bottle/test/good/009.png,900,900,RGB,False,b093faf3767345a4a75ed355d62e8461590fe94778df733e6acbeff2353f9f6b,False,True
bottle,test,good,/home/sgowrishetty/mvtec_ad/bottle/test/good/016.png,900,900,RGB,False,5ff7596e9a7fec2b34166dba196022c09282d9b45df671aac6759bbc2995e561,False,True
bottle,test,good,/home/sgowrishetty/mvtec_ad/bottle/test/good/007.png,900,900,RGB,False,7d3036445dcce53d746e8e1804eca5e2acaa2646c85eb574782c74a940a72921,False,True
bottle,test,good,/home/sgowrishetty/mvtec_ad/bottle/test/good/008.png,900,900,RGB,False,c87eba626d55a28bcf5d046f8c1f5abf543d9eb9dd6c647181a26a29a58582b7,False,True
bottle,test,good,/home/sgowrishetty/mvtec_ad/bottle/test/good/014.png,900,900,RGB,False,a71581c613032a4db9ac7fc3e5f1b73cf0015015ee6f5a08b2f92495e4c3e3e8,False,True
bottle,train,good,/home/sgowrishetty/mvtec_ad/bottle/train/good/024.png,900,900,RGB,False,0e59918793e8ad42caa415776b381f5366afbd11a9fff2511970dbc1389b8ddf,False,True
bottle,train,good,/home/sgowrishetty/mvtec_ad/bottle/train/good/055.png,900,900,RGB,False,7e2044cf73cb8df6b2d728553ab2a5d0366e93374beabe22a3e412ddd9d9907e,False,True
bottle,train,good,/home/sgowrishetty/mvtec_ad/bottle/train/good/180.png,900,900,RGB,False,4abbc0205890a0501807ffedcd2525d554ec057c8f57bc9dbb906144b4d5563b,False,True
bottle,train,good,/home/sgowrishetty/mvtec_ad/bottle/train/good/057.png,900,900,RGB,False,ff41fa6adf5452d5f2d3abf0939aacac53779b4f70de4db2a816843a3179a171,False,True
bottle,train,good,/home/sgowrishetty/mvtec_ad/bottle/train/good/152.png,900,900,RGB,False,ba7d31e40f6a3eed3dfb2d38ddc14785bbe81ad579b16368e3208a748d8da84c,False,True
bottle,train,good,/home/sgowrishetty/mvtec_ad/bottle/train/good/003.png,900,900,RGB,False,83a8754d0215c4512cdba27caa15d478f21e4314ac85efa639d4d31d1a82122d,False,True
bottle,train,good,/home/sgowrishetty/mvtec_ad/bottle/train/good/086.png,900,900,RGB,False,b440fd1c2dc1b8621dae3697a59b75be7046675045c8bc91715f755962435738,False,True
bottle,train,good,/home/sgowrishetty/mvtec_ad/bottle/train/good/087.png,900,900,RGB,False,d90d26b8cf6ae5684cc3d15a7f1648a2bc7bac59af7646d933a8b8f0924a2999,False,True
bottle,train,good,/home/sgowrishetty/mvtec_ad/bottle/train/good/099.png,900,900,RGB,False,e1a4c992c162158ced8b193ba0a9f6633fa2ed317f345946db4d46733de9eddb,False,True
bottle,train,good,/home/sgowrishetty/mvtec_ad/bottle/train/good/001.png,900,900,RGB,False,ba13b82fc8c732a02277816521fe93a0fee00c524f2742bbb3feed0a31cda8df,False,True
bottle,train,good,/home/sgowrishetty/mvtec_ad/bottle/train/good/023.png,900,900,RGB,False,5bebcd96862ca137cf0a1be85230cffb0098bd06636747c98dd3109c223dd3a0,False,True
bottle,train,good,/home/sgowrishetty/mvtec_ad/bottle/train/good/190.png,900,900,RGB,False,817fbc9e317c1f5072fb3b39af398e951a6432b01ddd049daa3af264d1b56095,False,True
bottle,train,good,/home/sgowrishetty/mvtec_ad/bottle/train/good/106.png,900,900,RGB,False,3a2700ef2b72514e52b11af74a2b1e9a8bc22155391e6dd2a45540b91c682e53,False,True
bottle,train,good,/home/sgowrishetty/mvtec_ad/bottle/train/good/096.png,900,900,RGB,False,4fb0a3c26dc80d417473f52c3d6d5c7c410bac411b8e86391b0e23a5b0eec5cb,False,True
bottle,train,good,/home/sgowrishetty/mvtec_ad/bottle/train/good/036.png,900,900,RGB,False,9302580815770c06ed9fccad8512b25d3e80053c35dfeb35d743dd5c907761ee,False,True
bottle,train,good,/home/sgowrishetty/mvtec_ad/bottle/train/good/191.png,900,900,RGB,False,aa2be01b4b501f33fa2b9c69b150774255302f39c29ed517326b9fce7fe4ece8,False,True
bottle,train,good,/home/sgowrishetty/mvtec_ad/bottle/train/good/028.png,900,900,RGB,False,20ad78aefe7af62b170a569a2c96b95f12621af240e259bb1b32ba142d87638e,False,True
bottle,train,good,/home/sgowrishetty/mvtec_ad/bottle/train/good/042.png,900,900,RGB,False,034e70851f06468c7c48fee1845a890074f96887beaa08c0d72b86b10aa4343c,False,True
bottle,train,good,/home/sgowrishetty/mvtec_ad/bottle/train/good/179.png,900,900,RGB,False,e54b7f1f22c1ed5795b3a09a426c15eac516fd712df3744223a0cd6440321c48,False,True
bottle,train,good,/home/sgowrishetty/mvtec_ad/bottle/train/good/062.png,900,900,RGB,False,bfafe9b9838a8668983da26610405ea0e5f31c3564a4746e80a79722085f56a2,False,True
bottle,train,good,/home/sgowrishetty/mvtec_ad/bottle/train/good/153.png,900,900,RGB,False,4efc403ad8589117d6707151da82beb4a0f2d50ba96c35beabbd4a88fc4798d8,False,True
bottle,train,good,/home/sgowrishetty/mvtec_ad/bottle/train/good/018.png,900,900,RGB,False,83b1d0683d6c9dbf41ab72464838991bbb931dff24d644cd8e4bf7582ef784ce,False,True
bottle,train,good,/home/sgowrishetty/mvtec_ad/bottle/train/good/046.png,900,900,RGB,False,1adba5092ba0706b293e0ce283629a1af776e46d8c809acb2cd084cf9d49d127,False,True
bottle,train,good,/home/sgowrishetty/mvtec_ad/bottle/train/good/030.png,900,900,RGB,False,2ae6e2e8ca1e90f4e0804e28faeb9bb51cd3c130bda50ed0bafe05fb4533cfd0,False,True
bottle,train,good,/home/sgowrishetty/mvtec_ad/bottle/train/good/136.png,900,900,RGB,False,dee19a0c68ba61c18615ed8516ece0b6f072427e77ba57b93aca4798cfb1b979,False,True
bottle,train,good,/home/sgowrishetty/mvtec_ad/bottle/train/good/002.png,900,900,RGB,False,7de0414f1744aaf5cec488928ee3b761509e4bad4f607dc4f6d41ad7862dab69,False,True
bottle,train,good,/home/sgowrishetty/mvtec_ad/bottle/train/good/145.png,900,900,RGB,False,964f0ba0b2bd34352267b72b4d8d4aa5bc447b7accdb3ac30c30b3f59d73c5fa,False,True
bottle,train,good,/home/sgowrishetty/mvtec_ad/bottle/train/good/111.png,900,900,RGB,False,141e42f26599992fea73fa005382ad25bb75518aeabbfd8d705ac83bfca1ecae,False,True
bottle,train,good,/home/sgowrishetty/mvtec_ad/bottle/train/good/043.png,900,900,RGB,False,6174ef1513643d78ff3228e0e117208b55febcd10b2b86e16c65c26ad9df3c0c,False,True
bottle,train,good,/home/sgowrishetty/mvtec_ad/bottle/train/good/140.png,900,900,RGB,False,f2719c759aefc178d546217dc97640fb0f641b3dbba5735f3ce5629249cb3c47,False,True
bottle,train,good,/home/sgowrishetty/mvtec_ad/bottle/train/good/061.png,900,900,RGB,False,f40106f40a441d24b6ef04228cab8572b81ef0daaad134b65bfe07aefa622322,False,True
bottle,train,good,/home/sgowrishetty/mvtec_ad/bottle/train/good/072.png,900,900,RGB,False,e5f4084f3a58ea10d75f9baa674e830ab07658920d10dcd90f25d332fdc650c8,False,True
bottle,train,good,/home/sgowrishetty/mvtec_ad/bottle/train/good/159.png,900,900,RGB,False,1d01990504bc24efb343097f16c83ff63563cd71a9257e35d1226774b1c84d50,False,True
bottle,train,good,/home/sgowrishetty/mvtec_ad/bottle/train/good/149.png,900,900,RGB,False,444a2d7be71e2cc32928cbdbe379c3f3c9e219362e4c6189ac188e5029e404d4,False,True
bottle,train,good,/home/sgowrishetty/mvtec_ad/bottle/train/good/060.png,900,900,RGB,False,d325b1ada72a37bae2b950f5e5077637144f30ab4c91ce31768f0edfddd76dab,False,True
bottle,train,good,/home/sgowrishetty/mvtec_ad/bottle/train/good/144.png,900,900,RGB,False,73891507bcb540604d8bf4269ec73bb8121cd088813b70857f386330c07ce1ed,False,True
bottle,train,good,/home/sgowrishetty/mvtec_ad/bottle/train/good/095.png,900,900,RGB,False,3c7a20d8570806e20856fc9abde069a46cfdf9a51c7176bf9c1f49246a3de6f8,False,True
bottle,train,good,/home/sgowrishetty/mvtec_ad/bottle/train/good/158.png,900,900,RGB,False,395472854e57a8a7209202e88bbf76247a3ce2a434b015ee47ef53cde574da77,False,True
bottle,train,good,/home/sgowrishetty/mvtec_ad/bottle/train/good/176.png,900,900,RGB,False,342f28d113515dcb2bd68a71e33112377c95b9fe78bde3612db290f58e96e971,False,True
bottle,train,good,/home/sgowrishetty/mvtec_ad/bottle/train/good/082.png,900,900,RGB,False,ea1e99464a55dffd111a3de3a415e8a2e0191e045cfc8a8fd8f52408f5680cb0,False,True
bottle,train,good,/home/sgowrishetty/mvtec_ad/bottle/train/good/045.png,900,900,RGB,False,e49f59e90918e7d94cd5439eb595e019722a3b254e12ea6ccf901bab2a25112a,False,True
bottle,train,good,/home/sgowrishetty/mvtec_ad/bottle/train/good/113.png,900,900,RGB,False,8799b98307e89010a0266eaccdacc20c72048b5866d2e9c01119375cd94c8d03,False,True
bottle,train,good,/home/sgowrishetty/mvtec_ad/bottle/train/good/081.png,900,900,RGB,False,7cb0735f9914baa21ceda3699215a8e15665639b181703f3cec94b8f27e1b1a6,False,True
bottle,train,good,/home/sgowrishetty/mvtec_ad/bottle/train/good/121.png,900,900,RGB,False,e776eef773529b358c1c300eabb3840115b8d30bf9e4c0e349d7c84fe0360433,False,True
bottle,train,good,/home/sgowrishetty/mvtec_ad/bottle/train/good/177.png,900,900,RGB,False,6701c975a0815a9cda6b56967a252c50a88ea03fdd95f945849611f836d45db0,False,True
bottle,train,good,/home/sgowrishetty/mvtec_ad/bottle/train/good/058.png,900,900,RGB,False,af31fae36d103e0142ba02f91359e963a50277d8af341d738e8463560dafdf86,False,True
bottle,train,good,/home/sgowrishetty/mvtec_ad/bottle/train/good/120.png,900,900,RGB,False,b569d619e8e419448ff8ea6e708a3f999e348efed72d19895cd947a25c398315,False,True
bottle,train,good,/home/sgowrishetty/mvtec_ad/bottle/train/good/133.png,900,900,RGB,False,7406eeb9d09eacdcf9ea6c54637e5586d188a0be44615cba24723bafbd547029,False,True
bottle,train,good,/home/sgowrishetty/mvtec_ad/bottle/train/good/130.png,900,900,RGB,False,dd2b011340ba2b28f471e25c24cd70e86cf5501f6a7d4f413c568503a15721fe,False,True
bottle,train,good,/home/sgowrishetty/mvtec_ad/bottle/train/good/194.png,900,900,RGB,False,bf8a182c3a5396d584aabc9c46e8f1bc422536eabb462306439d616770958fd8,False,True
bottle,train,good,/home/sgowrishetty/mvtec_ad/bottle/train/good/105.png,900,900,RGB,False,c4de3ba2c7d63be43db74b68fa16188f3e00cb4a2c7d51a8e37b84ab02c1b4d2,False,True
bottle,train,good,/home/sgowrishetty/mvtec_ad/bottle/train/good/123.png,900,900,RGB,False,3b43b81d89c9e3ba46c91ba2eef5c86c932626d91e8ed1ecf53b2a657075f0cd,False,True
bottle,train,good,/home/sgowrishetty/mvtec_ad/bottle/train/good/160.png,900,900,RGB,False,041466aef5f025bef0f0f39a73caae2ba4bc78fbfc1158391bb45fdd98deaa62,False,True
bottle,train,good,/home/sgowrishetty/mvtec_ad/bottle/train/good/005.png,900,900,RGB,False,ce025f228af389707430c4ff417bb0a4ccf4324b9cef4f60e4ad87ed75c735b6,False,True
bottle,train,good,/home/sgowrishetty/mvtec_ad/bottle/train/good/135.png,900,900,RGB,False,0340069a42fff669cc7b902d001cad76c636a65cbd47e521dfe21172fcc244fb,False,True
bottle,train,good,/home/sgowrishetty/mvtec_ad/bottle/train/good/000.png,900,900,RGB,False,8a25eb07475a5102f4823fefd82662dd65f8f2a0a333bf958124ceeee38f0e38,False,True
bottle,train,good,/home/sgowrishetty/mvtec_ad/bottle/train/good/064.png,900,900,RGB,False,7d8468608a182806104633419bb09162dbc314247e1040226199f594ee6b6e8e,False,True
bottle,train,good,/home/sgowrishetty/mvtec_ad/bottle/train/good/017.png,900,900,RGB,False,7d546aa84dbfe0c37b19346fa88e579d6b45b3075073e0ba3f1e2e8657e6cefb,False,True
bottle,train,good,/home/sgowrishetty/mvtec_ad/bottle/train/good/074.png,900,900,RGB,False,0db6035ac38a14a842ca2fb4d9f761dcf0b633437b73b1e1de89d53cfb859b76,False,True
